TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,5,14,17,0,1XX MILROSS AVE,Central Business District,492609.43,5458146.54
Theft from Vehicle,2019,5,2,0,19,1XX MILROSS AVE,Central Business District,492609.43,5458146.54
Theft from Vehicle,2019,4,28,19,0,1XX MILROSS AVE,Central Business District,492609.43,5458146.54
Mischief,2019,6,27,16,24,16XX NAPIER ST,Grandview-Woodland,494923.24,5458018.92
Theft from Vehicle,2019,7,5,18,0,27XX W 18TH AVE,Arbutus Ridge,487898.77,5455977.24
Theft from Vehicle,2019,4,17,8,47,1XX MILROSS AVE,Central Business District,492609.43,5458146.54
Theft from Vehicle,2019,5,28,0,0,35XX CROWLEY DR,Renfrew-Collingwood,497834.31,5453710.76
Mischief,2019,4,5,14,30,8XX E CORDOVA ST,Strathcona,493683.32,5458809.23
Break and Enter Commercial,2019,6,22,22,15,2XX BURRARD ST,Central Business District,491602.66,5459485.02
Other Theft,2019,5,1,9,46,11XX DAVIE ST,West End,490419.52,5458678.19
Theft from Vehicle,2019,6,28,19,30,34XX E 52ND AVE,Killarney,497655.14,5452126.14
Break and Enter Commercial,2019,4,5,0,0,2XX BURRARD ST,Central Business District,491602.66,5459485.02
Offence Against a Person,2019,5,13,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,7,13,16,55,1XX MILROSS AVE,Central Business District,492582.98,5458147.42
Theft from Vehicle,2019,6,6,15,0,FRANCES ST / WOODLAND DR,Grandview-Woodland,494713.59,5458519.63
Theft from Vehicle,2019,7,3,23,0,1XX MILROSS AVE,Central Business District,492582.98,5458147.42
Mischief,2019,4,12,18,59,16XX ONTARIO ST,Mount Pleasant,492396.08,5457641.73
Theft from Vehicle,2019,2,10,20,0,1XX MILROSS AVE,Central Business District,492579.9,5458147.52
Theft of Vehicle,2019,3,24,18,0,23XX BALACLAVA ST,Kitsilano,487350.63,5457024.62
Theft from Vehicle,2019,1,11,15,0,FRANCES ST / WOODLAND DR,Grandview-Woodland,494713.59,5458519.63
Theft from Vehicle,2019,5,15,21,0,7XX E 26TH AVE,Kensington-Cedar Cottage,493439.01,5454981.41
Other Theft,2019,3,15,10,5,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Offence Against a Person,2019,4,9,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Commercial,2019,3,16,5,44,2XX BURRARD ST,Central Business District,491602.1,5459484.49
Theft from Vehicle,2019,1,16,11,45,4XX PRINCESS AVE,Strathcona,493352.11,5458717.96
Theft from Vehicle,2019,5,4,15,0,4XX PRINCESS AVE,Strathcona,493352.11,5458717.96
Theft from Vehicle,2019,6,20,21,0,4XX PRINCESS AVE,Strathcona,493352.11,5458717.96
Theft from Vehicle,2019,6,29,0,30,4XX PRINCESS AVE,Strathcona,493352.11,5458717.96
Mischief,2019,3,6,4,26,16XX PANDORA ST,Grandview-Woodland,494759.87,5458934.1
Other Theft,2019,3,9,14,58,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Mischief,2019,5,12,2,43,5XX DUNSMUIR ST,Central Business District,491665.78,5458868.93
Other Theft,2019,3,5,16,0,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,3,3,17,37,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,3,23,20,0,FRANCES ST / SALSBURY DR,Grandview-Woodland,495030.17,5458512.81
Mischief,2019,1,12,0,14,16XX PARKER ST,Grandview-Woodland,494931.63,5458118.67
Offence Against a Person,2019,3,4,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,6,28,18,0,FRANCES ST / MCLEAN DR,Grandview-Woodland,494609.13,5458521.95
Theft from Vehicle,2019,1,23,9,45,1XX MAIN ST,Strathcona,492768.93,5459042.1
Theft of Vehicle,2019,6,6,13,6,23XX BOUNDARY RD,Renfrew-Collingwood,498268.55,5456757.51
Theft from Vehicle,2019,6,8,11,0,27XX W 15TH AVE,Kitsilano,487858.99,5456217.01
Theft from Vehicle,2019,3,10,14,5,5XX STANLEY PARK DR,Stanley Park,490398.55,5460519.51
Theft of Bicycle,2019,6,21,11,30,1XX E 10TH AVE,Mount Pleasant,492513.09,5456586.16
Vehicle Collision or Pedestrian Struck (with Injury),2019,6,3,16,30,72XX BLOCK STANLEY PARK DR,Stanley Park,488851,5461120
Theft from Vehicle,2019,4,15,20,0,27XX W 15TH AVE,Kitsilano,487828.59,5456226.96
Theft from Vehicle,2019,3,23,19,30,6XX ABBOTT ST,Central Business District,492166.43,5458452.72
Other Theft,2019,3,2,20,53,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,3,1,22,50,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft of Vehicle,2019,5,14,12,0,70XX INVERNESS ST,Sunset,494153.58,5451885.26
Other Theft,2019,3,1,15,41,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft of Vehicle,2019,4,7,18,0,23XX BROCK ST,Kensington-Cedar Cottage,495743.49,5454577.15
Mischief,2019,3,11,22,30,16XX QUEBEC ST,Mount Pleasant,492527.07,5457535.78
Theft from Vehicle,2019,6,23,12,7,1XX MAIN ST,Strathcona,492768.75,5459038.59
Theft from Vehicle,2019,3,9,11,30,1XX MAIN ST,Central Business District,492759.8,5459042.57
Theft from Vehicle,2019,3,3,19,15,1XX MAIN ST,Central Business District,492759.3,5459032.8
Theft from Vehicle,2019,7,7,2,0,4XX PRIOR ST,Strathcona,493125.25,5458222.94
Theft of Bicycle,2019,4,25,10,0,8XX MALKIN AVE,Strathcona,493801.08,5457894.73
Theft of Vehicle,2019,6,16,20,30,70XX MAIN ST,Sunset,492582.08,5451983.6
Theft from Vehicle,2019,5,10,17,45,3XX W 6TH AVE,Mount Pleasant,491928.94,5456991.42
Mischief,2019,4,20,15,0,GLADSTONE ST / KINGSWAY AVE,Kensington-Cedar Cottage,495501.12,5454533.9
Theft from Vehicle,2019,2,23,10,21,FORGE WALK / SITKA SQ,Fairview,490616.72,5457145.21
Other Theft,2019,2,27,15,30,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,3,15,16,0,1XX MAIN ST,Central Business District,492754.76,5458944.19
Mischief,2019,3,1,1,15,5XX DUNSMUIR ST,Central Business District,491606.55,5458915.47
Mischief,2019,3,17,15,0,8XX E BROADWAY AVE,Mount Pleasant,493660.73,5456642.17
Theft from Vehicle,2019,2,2,12,9,1XX LAKEWOOD DR,Grandview-Woodland,495520.99,5459018.69
Break and Enter Commercial,2019,5,20,23,10,2XX ALVIN NAROD MEWS,Central Business District,491275.08,5457982.13
Theft from Vehicle,2019,1,10,18,30,1XX LAKEWOOD DR,Grandview-Woodland,495520.99,5459018.69
Theft of Bicycle,2019,6,18,0,0,1XX DUNLEVY AVE,Strathcona,493063.92,5458989.99
Break and Enter Commercial,2019,2,27,14,43,2XX ALVIN NAROD MEWS,Central Business District,491241.96,5458008.93
Other Theft,2019,3,31,15,1,10XX ROBSON ST,West End,491004.98,5459024.48
Mischief,2019,1,12,20,6,16XX QUEBEC ST,Mount Pleasant,492588.71,5457658
Other Theft,2019,4,22,18,43,10XX ROBSON ST,West End,491004.98,5459024.48
Theft from Vehicle,2019,5,20,22,0,1XX LAKEWOOD DR,Grandview-Woodland,495520.94,5459015.21
Theft of Bicycle,2019,1,17,3,0,8XX JACKSON AVE,Strathcona,493196.47,5458284.81
Mischief,2019,6,9,21,0,16XX RENFREW ST,Hastings-Sunrise,496788.31,5457461.92
Theft from Vehicle,2019,5,15,3,40,88XX LAUREL ST,Marpole,490923.88,5450230.71
Other Theft,2019,2,23,15,16,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,1,14,15,36,4XX RAILWAY ST,Strathcona,493078.12,5459124.35
Other Theft,2019,5,29,21,43,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Theft from Vehicle,2019,2,28,12,34,4XX RAILWAY ST,Strathcona,493078.12,5459124.35
Theft from Vehicle,2019,6,23,23,0,3XX W 7TH AVE,Mount Pleasant,491925.59,5456892.57
Mischief,2019,5,13,18,0,16XX ROBSON ST,West End,490361.09,5459651.47
Theft of Vehicle,2019,7,6,1,50,23XX CAMBRIDGE ST,Grandview-Woodland,495828.73,5459313.73
Break and Enter Commercial,2019,4,12,5,15,2XX ABBOTT ST,Central Business District,492251.08,5459001.17
Other Theft,2019,4,19,19,44,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Other Theft,2019,5,20,19,57,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Other Theft,2019,5,26,10,55,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Other Theft,2019,2,15,17,59,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,5,26,17,55,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Other Theft,2019,2,13,13,37,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,6,3,7,22,9XX SEYMOUR ST,Central Business District,491239.43,5458541.49
Theft from Vehicle,2019,7,13,12,0,9XX SEYMOUR ST,Central Business District,491239.43,5458541.49
Theft from Vehicle,2019,7,14,20,0,9XX SEYMOUR ST,Central Business District,491239.43,5458541.49
Other Theft,2019,6,2,16,6,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Other Theft,2019,2,8,16,14,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Break and Enter Commercial,2019,4,12,3,0,2XX ABBOTT ST,Central Business District,492250.52,5458999.03
Other Theft,2019,6,20,12,46,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Other Theft,2019,6,24,13,45,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Other Theft,2019,2,3,19,48,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,6,28,20,7,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Theft from Vehicle,2019,1,21,23,0,70XX NEAL ST,Oakridge,491085.94,5452069.41
Break and Enter Commercial,2019,1,25,5,12,2X W PENDER ST,Central Business District,492321.89,5458671.3
Offence Against a Person,2019,6,16,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,2,1,17,20,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,1,14,0,0,88XX MONTCALM ST,Marpole,490076.45,5450212.29
Other Theft,2019,1,29,17,42,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,1,25,15,23,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,1,10,0,0,27XX W 12TH AVE,Kitsilano,487862.31,5456531.8
Break and Enter Commercial,2019,3,17,17,0,2X W CORDOVA ST,Central Business District,492373.89,5458875.93
Theft of Bicycle,2019,5,21,13,0,1XX DRAKE ST,Central Business District,491113.21,5457748.97
Theft of Vehicle,2019,6,19,6,30,71XX ASH CRES,Oakridge,491273.1,5451941.91
Other Theft,2019,1,25,12,14,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,1,22,17,54,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Mischief,2019,4,21,6,30,8XX E 7TH AVE,Mount Pleasant,493664.02,5456838.26
Other Theft,2019,1,20,14,20,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,1,19,14,0,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,5,2,20,58,10XX ROBSON ST,West End,491004.98,5459024.48
Mischief,2019,1,7,11,52,16XX ROBSON ST,West End,490374.06,5459638.37
Theft from Vehicle,2019,1,21,17,0,6XX ABBOTT ST,Central Business District,492166.43,5458452.72
Other Theft,2019,1,18,15,25,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,1,14,19,0,6XX ABBOTT ST,Central Business District,492166.43,5458452.72
Other Theft,2019,1,17,21,0,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Mischief,2019,3,26,18,57,16XX ROBSON ST,West End,490374.06,5459638.37
Other Theft,2019,1,17,17,22,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Break and Enter Commercial,2019,1,20,23,55,2X W 2ND AVE,Mount Pleasant,492342.14,5457389.04
Theft of Bicycle,2019,5,29,20,10,1XX DAVIE ST,Central Business District,491263.09,5457816.87
Offence Against a Person,2019,4,30,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,1,17,14,47,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,5,10,19,9,10XX ROBSON ST,West End,491004.98,5459024.48
Other Theft,2019,1,16,16,46,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,1,14,20,13,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,1,2,21,30,6XX ABBOTT ST,Central Business District,492166.43,5458452.72
Other Theft,2019,1,13,16,37,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Mischief,2019,6,24,4,0,16XX SALT ST,Mount Pleasant,492288.38,5457616.33
Theft of Bicycle,2019,7,11,22,0,8XX HORNBY ST,Central Business District,491144.36,5458877.03
Theft from Vehicle,2019,1,28,19,0,7XX E 28TH AVE,Kensington-Cedar Cottage,493435.46,5454751.44
Other Theft,2019,1,11,17,50,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Break and Enter Residential/Other,2019,1,10,21,0,22XX HEMLOCK ST,Fairview,490105.61,5457020.15
Theft from Vehicle,2019,6,5,8,30,3XX W BROADWAY AVE,Mount Pleasant,491796.19,5456723.32
Other Theft,2019,1,11,17,22,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft of Bicycle,2019,6,13,12,55,1XX DAVIE ST,Central Business District,491252.44,5457828.49
Offence Against a Person,2019,3,10,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,1,10,11,0,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,1,7,18,57,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,5,26,12,34,5XX STANLEY PARK DR,Stanley Park,490302.47,5460515.55
Offence Against a Person,2019,7,12,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,1,5,17,1,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,1,5,8,30,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,5,14,9,30,FIR ST / W 8TH AVE,Fairview,489735.4,5456875.3
Offence Against a Person,2019,4,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2019,4,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,6,7,15,46,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Other Theft,2019,1,4,20,6,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,1,4,15,30,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,5,17,17,0,10XX ROBSON ST,West End,491004.98,5459024.48
Theft from Vehicle,2019,1,28,19,0,7XX E 28TH AVE,Kensington-Cedar Cottage,493468.11,5454759.4
Theft of Vehicle,2019,5,28,19,0,11XX CARDERO ST,West End,489935.75,5459186.38
Theft of Bicycle,2019,6,7,2,0,46XX CARNARVON ST,Dunbar-Southlands,487413.72,5454673.36
Theft from Vehicle,2019,1,11,0,46,9XX SEYMOUR ST,Central Business District,491241.75,5458543.81
Theft from Vehicle,2019,1,18,23,30,9XX SEYMOUR ST,Central Business District,491241.75,5458543.81
Offence Against a Person,2019,4,8,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,1,31,20,5,9XX SEYMOUR ST,Central Business District,491241.75,5458543.81
Theft from Vehicle,2019,3,25,10,35,9XX SEYMOUR ST,Central Business District,491241.75,5458543.81
Theft of Bicycle,2019,5,19,15,0,1XX DAVIE ST,Central Business District,491248.48,5457832.82
Theft from Vehicle,2019,4,8,14,35,9XX SEYMOUR ST,Central Business District,491241.75,5458543.81
Other Theft,2019,7,11,17,3,25XX GRANVILLE ST,Fairview,489914.32,5456758.47
Theft from Vehicle,2019,6,21,9,0,4XX RAILWAY ST,Strathcona,493081,5459124.87
Theft from Vehicle,2019,6,3,21,0,5XX SMITHE ST,Central Business District,491303.38,5458484.03
Other Theft,2019,6,9,13,52,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Theft from Vehicle,2019,4,17,12,0,12XX MARINASIDE CRES,Central Business District,491274.88,5457790.29
Other Theft,2019,4,12,13,8,25XX GRANVILLE ST,Fairview,489923.85,5456728.08
Theft from Vehicle,2019,6,8,23,0,1XX KEEFER ST,Central Business District,492725.71,5458535.3
Theft from Vehicle,2019,5,23,20,30,12XX MARINASIDE CRES,Central Business District,491274.88,5457790.29
Theft from Vehicle,2019,6,10,8,0,1XX KEEFER ST,Central Business District,492725.41,5458526.16
Other Theft,2019,1,3,17,48,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2019,4,29,11,34,4XX RAILWAY ST,Strathcona,493205.84,5459114.53
Theft from Vehicle,2019,1,22,18,35,1XX KEEFER ST,Central Business District,492725.41,5458526.16
Other Theft,2019,1,3,13,0,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Mischief,2019,1,1,11,55,8XX E 6TH AVE,Mount Pleasant,493665.1,5456946.15
Theft from Vehicle,2019,5,27,23,30,32XX W 5TH AVE,Kitsilano,487183.69,5457224.47
Theft from Vehicle,2019,1,27,20,0,7XX E 28TH AVE,Kensington-Cedar Cottage,493520.04,5454757.49
Theft from Vehicle,2019,1,6,21,0,6XX JACKSON AVE,Strathcona,493203.3,5458514.95
Break and Enter Commercial,2019,4,23,3,27,9X KEEFER PL,Central Business District,492174.05,5458550.91
Other Theft,2019,1,2,22,48,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Other Theft,2019,4,14,15,1,11XX DAVIE ST,West End,490419.52,5458678.19
Offence Against a Person,2019,4,26,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,4,7,4,15,11XX DAVIE ST,West End,490419.52,5458678.19
Vehicle Collision or Pedestrian Struck (with Injury),2019,3,8,20,20,6XX BLOCK HOWE ST,Central Business District,491443,5459044
Mischief,2019,2,18,5,42,16XX VENABLES ST,Grandview-Woodland,494944.66,5458208.91
Theft from Vehicle,2019,6,27,23,0,FIR ST / W 12TH AVE,Fairview,489730.68,5456462.61
Break and Enter Commercial,2019,3,3,18,30,2X E CORDOVA ST,Central Business District,492451.46,5458847.32
Mischief,2019,5,3,18,19,5XX CARRALL ST,Central Business District,492408.03,5458534.62
Theft from Vehicle,2019,5,19,0,0,4XX RAYMUR AVE,Strathcona,493997.47,5458655.6
Mischief,2019,6,12,21,0,16XX W 10TH AVE,Fairview,489605.73,5456665.45
Mischief,2019,4,28,13,45,16XX W 10TH AVE,Fairview,489731.04,5456662.23
Theft from Vehicle,2019,4,30,16,0,12XX MCLEAN DR,Grandview-Woodland,494587.48,5457916.53
Theft from Vehicle,2019,3,10,23,30,FIR ST / W 11TH AVE,Fairview,489733.49,5456562.24
Theft of Vehicle,2019,7,12,21,45,72XX ANGUS DR,Kerrisdale,489211.4,5451949.13
Mischief,2019,2,5,16,0,16XX W 12TH AVE,Fairview,489585.29,5456462.15
Theft from Vehicle,2019,6,19,21,0,27XX VENABLES ST,Hastings-Sunrise,496419.56,5458205.4
Mischief,2019,3,13,14,26,FRASER ST / SE MARINE DR,Sunset,493362.35,5450924.18
Mischief,2019,7,6,13,38,8XX E 62ND AVE,Sunset,493670.07,5451237.94
Theft from Vehicle,2019,5,5,18,0,7XX E 29TH AVE,Kensington-Cedar Cottage,493500.18,5454660.25
Mischief,2019,1,11,13,0,16XX W 28TH AVE,Shaughnessy,489540.88,5454872.38
Mischief,2019,7,6,1,36,5XX CARRALL ST,Central Business District,492403.16,5458628.26
Theft from Vehicle,2019,4,17,14,0,27XX VENABLES ST,Hastings-Sunrise,496415.83,5458205.38
Theft from Vehicle,2019,4,22,21,49,1XX KEEFER ST,Central Business District,492714.48,5458535.67
Break and Enter Commercial,2019,1,5,22,29,2X E 6TH AVE,Mount Pleasant,492412.96,5456986.87
Theft from Vehicle,2019,6,21,22,0,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Break and Enter Residential/Other,2019,5,11,14,0,15XX E 21ST AVE,Kensington-Cedar Cottage,494720.75,5455437.96
Theft from Vehicle,2019,5,13,12,30,3XX W CORDOVA ST,Central Business District,492045.58,5458991.69
Theft of Bicycle,2019,7,14,17,5,1XX ATHLETES WAY,Mount Pleasant,492236.85,5457643.61
Theft from Vehicle,2019,7,17,15,0,27XX TURNER ST,Hastings-Sunrise,496421,5458479.47
Theft from Vehicle,2019,6,14,12,30,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft from Vehicle,2019,6,5,1,0,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft from Vehicle,2019,5,20,6,26,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft from Vehicle,2019,4,24,16,0,FERNDALE ST / VICTORIA DR,Grandview-Woodland,495229.1,5458548.44
Theft from Vehicle,2019,4,22,16,40,EXPO BLVD / SMITHE ST,Central Business District,491653.65,5458119.71
Theft from Vehicle,2019,1,10,18,10,EXPO BLVD / SMITHE ST,Central Business District,491653.65,5458119.71
Theft from Vehicle,2019,4,7,17,0,27XX TRIUMPH ST,Hastings-Sunrise,496429.65,5459011.48
Mischief,2019,4,4,10,52,5XX CARRALL ST,Central Business District,492400.49,5458570.48
Theft from Vehicle,2019,4,29,14,25,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft from Vehicle,2019,4,14,18,0,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Mischief,2019,7,14,18,4,16XX W 2ND AVE,Fairview,489749.14,5457444.29
Theft from Vehicle,2019,1,5,15,0,7XX E 29TH AVE,Kensington-Cedar Cottage,493545.63,5454667.98
Theft from Vehicle,2019,2,27,0,0,5XX SMITHE ST,Central Business District,491289.75,5458510.18
Offence Against a Person,2019,6,6,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,3,2,16,0,9XX SMITHE ST,Central Business District,490994.23,5458790.15
Mischief,2019,6,15,9,0,5XX CARDERO ST,Central Business District,490580.77,5459849.39
Mischief,2019,4,26,23,21,5XX CARDERO ST,Central Business District,490578.68,5459834.32
Theft from Vehicle,2019,3,30,4,35,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft from Vehicle,2019,1,12,17,0,12XX MELVILLE ST,Central Business District,490919.48,5459504.98
Theft from Vehicle,2019,6,1,23,0,27XX TRINITY ST,Hastings-Sunrise,496588.67,5459658.03
Theft from Vehicle,2019,2,21,0,0,5XX SMITHE ST,Central Business District,491289.75,5458510.18
Break and Enter Residential/Other,2019,3,3,6,25,4XX DUNLEVY AVE,Strathcona,493054.27,5458637.11
Theft from Vehicle,2019,3,8,22,0,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Offence Against a Person,2019,2,22,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,2,4,10,0,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft from Vehicle,2019,2,4,8,41,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft of Vehicle,2019,4,29,22,30,23XX ETON ST,Grandview-Woodland,495811.68,5459417.34
Theft from Vehicle,2019,2,4,3,22,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft from Vehicle,2019,1,21,4,39,1XX KEEFER ST,Central Business District,492710.44,5458526.65
Theft from Vehicle,2019,6,6,18,0,5XX SMITHE ST,Central Business District,491288.56,5458511.35
Other Theft,2019,2,18,11,10,11XX DAVIE ST,West End,490419.52,5458678.19
Offence Against a Person,2019,6,5,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,5,19,2,23,4XX E 10TH AVE,Mount Pleasant,493119.9,5456528.5
Theft from Vehicle,2019,1,22,22,0,27XX TRINITY ST,Hastings-Sunrise,496552.03,5459667.2
Theft from Vehicle,2019,5,29,21,0,5XX SMITHE ST,Central Business District,491288.56,5458511.35
Theft of Vehicle,2019,2,2,18,0,72XX NEAL ST,Oakridge,491102.11,5451838.37
Offence Against a Person,2019,2,28,,,OFFSET TO PROTECT PRIVACY,,0,0
